Release,Track No#,Song Title,Artist,Rep Count,Duration,Genre,Hard?,Easy to Learn?,Tags,,,,,,,,Release,Track No#,Song Title,Artist,Rep Count,Duration,Genre,Hard?
109,6 - Biceps,Shadowboxer,Good Charlotte,118,4:59,Rock,,,Emo,,,,,,,,,,,,,,,
109,7 - Lunges,The In Between,Elephante feat. Anjulie,176,5:40,EDM,,,,,,,,,,,,,,,,,,
109,8 - Shoulders,Blah Blah Blah,Armin Van Buuren,120,5:29,EDM,Hard,,Hard,,,,,,,,,,,,,,,
109,9 - Core,Complicated,Mura Masa & NAO,65,3:44,Pop,,,,,,,,,,,,,,,,,,
109,10 - Cooldown,Deep End,Daughtry,0,3:59,Rock,,,,,,,,,,,,,,,,,,
110,1 - Warmup,I Need,Wilkinson feat. Hayla,111,5:13,EDM,,,"Valentine's Day, Easy to Learn",,,,,,,,,,,,,,,
110,2 - Squats,Wild Wild Son (Club Mix),Armin Van Buuren feat. Sam Martin,109,5:41,EDM,,,,,,,,,,,,,,,,,,
110,3 - Chest,Heads Up,JAIN,75,4:54,Pop,,,,,,,,,,,,,,,,,,
110,4 - Back,First Time,"Seven Lions, SLANDER & Dabin feat. Dylan Matthew",131,6:23,Pop,,,Valentine's Day,,,,,,,,,,,,,,,
110,5 - Triceps,Woman Like Me,Little Mix feat. Nicki Minaj,135,5:35,Pop,,,Women of Pop,,,,,,,,,,,,,,,
110,6 - Biceps,Machine,Imagine Dragons,149,5:12,Rock,Hard,,Hard,,,,,,,,,,,,,,,
110,7 - Lunges,Buscando,GTA & Jenn Morel,172,6:00,Latin,,,,,,,,,,,,,,,,,,
110,8 - Shoulders,Losing It,FISHER,122,5:42,EDM,,,,,,,,,,,,,,,,,,
110,9 - Core,Taki Taki,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",104,3:42,Latin,,,Women of Pop,,,,,,,,,,,,,,,
110,10 - Cooldown,Want To,Dua Lipa,0,3:42,Pop,,,Women of Pop,,,,,,,,,,,,,,,
110,9 - Core,"1, 2, 2003",Liberty Woes,66,3:20,Hip-Hop,,,,,,,,,,,,,,,,,,
111,1 - Warmup,Speechless (Nicolas Haelg Remix),Robin Schulz feat. Erika Sirola,88,5:14,EDM,,,,,,,,,,,,,,,,,,
111,2 - Squats,Chase The Sun (Extended Mix),Hardwell & Dannic feat. Keli- Leigh,121,5:44,EDM,,,,,,,,,,,,,,,,,,
111,3 - Chest,Youngblood,5 Seconds Of Summer,107,5:38,Rock,,,"Emo, Halloween",,,,,,,,,,,,,,,
111,4 - Back,Reserve,Egzod feat. Leo The Kind,106,5:43,Rock,Hard,,"Positive Vibes, Hard",,,,,,,,,,,,,,,
111,5 - Triceps,High Hopes,Panic! At The Disco,174,5:49,Rock,Hard,,"Emo, Hard",,,,,,,,,,,,,,,
111,6 - Biceps,Walk Me Home,P!nk,115,4:38,Pop,,,"P!nk, Women of Pop",,,,,,,,,,,,,,,
111,7 - Lunges,Face My Fears,Upside Below,204,6:01,EDM,,,Positive Vibes,,,,,,,,,,,,,,,
111,8 - Shoulders,Focus,Deorro feat. Lena Leon,129,5:44,EDM,,,,,,,,,,,,,,,,,,
111,9 - Core,FOOLISH,Meghan Trainor,100,3:24,Pop,,,Women of Pop,,,,,,,,,,,,,,,
111,10 - Cooldown,Imagine,Ariana Grande,0,3:37,Pop,,,Women of Pop,,,,,,,,,,,,,,,
112,1 - Warmup,So Close,"NOTD, Felix Jaehn & Captain Cuts feat. Georgia Ku",100,5:11,Pop,,,"Break-Up Songs, Easy to Learn",,,,,,,,,,,,,,,
112,2 - Squats,Starry Eyes (Steerner Remix),Young Bombs,128,5:43,EDM,,,Summer,,,,,,,,,,,,,,,
112,3 - Chest,Killer Queen,5 Seconds Of Summer,87,5:02,Rock,,,"Emo, Halloween, Break-Up Songs",,,,,,,,,,,,,,,
112,4 - Back,UCLA (Heimanu Remix),RL Grime feat. 24hrs,102,5:50,Hip-Hop,,,Beast Mode,,,,,,,,,,,,,,,
112,5 - Triceps,Hustle,P!nk,174,5:00,Pop,Hard,,"P!nk, Women of Pop, Hard",,,,,,,,,,,,,,,
112,6 - Biceps,Dies Irae,Apashe & Black Prez,120,5:39,Hip-Hop,,,Halloween,,,,,,,,,,,,,,,
112,7 - Lunges,Pica,"Deorro, Henry Fong & Elvis Crespo",170,5:41,Latin,,,,,,,,,,,,,,,,,,
112,8 - Shoulders,Do It Again,Steve Aoki & Alok,126,5:26,EDM,,,,,,,,,,,,,,,,,,
112,9 - Core,No New Friends,"LSD feat Sia, Diplo & Labrinth",77,2:59,Pop,,,,,,,,,,,,,,,,,,
112,10 - Cooldown,Miracle,Labrinth,0,3:55,Pop,,,,,,,,,,,,,,,,,,
113,1 - Warmup,When In Rome,Gattuso & Damon Sharpe,101,5:31,Pop,,,,,,,,,,,,,,,,,,
113,2 - Squats,It’s Gonna Be Alright (Netsky & t1r Remix),Jon Lemmon,126,5:25,EDM,,,,,,,,,,,,,,,,,,
113,3 - Chest,Hope For The Underrated Youth,YUNGBLUD,118,5:08,Rock,,,Emo,,,,,,,,,,,,,,,
113,4 - Back,Don’t Kill My High (Squalzz Remix),Lost Kings feat. Wiz Khalifa & Social House,128,5:45,EDM,,,,,,,,,,,,,,,,,,
113,5 - Triceps,Post Malone,Sam Feldt feat. RANI,220,5:40,Pop,,,,,,,,,,,,,,,,,,
113,6 - Biceps,Better As One,Toll Taken,118,4:48,Rock,,,,,,,,,,,,,,,,,,
113,7 - Lunges,When The Lights Go Down,DJ Snake,184,5:55,EDM,,,,,,,,,,,,,,,,,,
113,8 - Shoulders,It Goes Like,Afrojack,136,5:44,EDM,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
113,9 - Core,Mad Love,Mabel,60,2:54,Pop,,,Valentine's Day,,,,,,,,,,,,,,,
113,10 - Cooldown,The Greatest,SIX60,0,2:56,Pop,,,,,,,,,,,,,,,,,,
113,9 - Core,Take Me Home,Tamagotchii,60,2:54,EDM,,,,,,,,,,,,,,,,,,
114,1 - Warmup,This Groove (Codeko Remix),Oliver Heldens & LENNO,108,5:11,Pop,,,,,,,,,,,,,,,,,,
114,2 - Squats,Pin The Grenade,Blink-182,152,4:55,Rock,,,Emo,,,,,,,,,,,,,,,
114,3 - Chest,Wopbabalubop Bulapbub Boom,Kool Hertz,150,5:28,EDM,,,,,,,,,,,,,,,,,,
114,4 - Back,Your Gain,Swif7,122,5:02,EDM,,,,,,,,,,,,,,,,,,
114,5 - Triceps,Disco Inferno,50 Cent,102,5:36,Hip-Hop,,,Summer,,,,,,,,,,,,,,,
114,6 - Biceps,Like A Girl,Lizzo,170,4:59,Hip-Hop,,,"Women of Pop, Sing-Along",,,,,,,,,,,,,,,
114,7 - Lunges,Lay It Down,Carmada feat. Georgi Kay,204,4:58,EDM,,,,,,,,,,,,,,,,,,
114,8 - Shoulders,Azumba,Head Over Heels,144,5:17,EDM,,,,,,,,,,,,,,,,,,
114,9 - Core,Dance Monkey,Tones and I,92,3:34,Pop,,,"Sing-Along, New Year's Eve",,,,,,,,,,,,,,,
114,10 - Cooldown,Catching Feelings,Drax Project feat. Six60,0,3:44,Pop,,,,,,,,,,,,,,,,,,
115,1 - Warmup,Hold Me Close,Sam Feldt feat. Ella Henderson,95,5:25,Pop,,,,,,,,,,,,,,,,,,
115,2 - Squats,Green Light,Lady Bri,148,5:03,EDM,,,,,,,,,,,,,,,,,,
115,3 - Chest,Work,Apashe & Vo Williams,140,5:58,EDM,,,,,,,,,,,,,,,,,,
115,4 - Back,Another Way,Seven Lions feat. April Bender,106,5:57,EDM,,,,,,,,,,,,,,,,,,
115,5 - Triceps,Break My Heart,Dua Lipa,74,5:52,Pop,,,Women of Pop,,,,,,,,,,,,,,,
115,6 - Biceps,Skip Jump Stomp,Atomic Drum Assembly,116,4:50,EDM,,,,,,,,,,,,,,,,,,
115,7 - Lunges,Faith,Nurko & Dia Frampton,100,4:50,EDM,,,,,,,,,,,,,,,,,,
115,8 - Shoulders,I Can Flex,Brevis & Drama B,132,5:16,EDM,,,,,,,,,,,,,,,,,,
115,9 - Core,Wildflower,5 Seconds of Summer,72,3:46,Rock,,,"Emo, Summer",,,,,,,,,,,,,,,
115,10 - Cooldown,I Love You's,Hailee Steinfield,0,3:41,Pop,,,,,,,,,,,,,,,,,,
116,1 - Warmup,Otherside,Jon Lemmon,93,5:00,Pop,,,,,,,,,,,,,,,,,,
116,2 - Squats,The Squat Song (Extended),MOTi & BODYWORX,125,5:12,EDM,,,,,,,,,,,,,,,,,,
116,3 - Chest,Whoppa,Tinie Tempah feat. Sofia Reyes & Farina,115,5:12,Hip-Hop,,,,,,,,,,,,,,,,,,
116,4 - Back,Lacrimosa,Apashe,117,5:27,EDM,,,"Halloween, Beast Mode",,,,,,,,,,,,,,,
116,5 - Triceps,Too Far Gone (Wild Cards Remix),Lost Kings feat. Anna Clendening,92,5:14,Pop,,,,,,,,,,,,,,,,,,
116,6 - Biceps,As Good As It Gets,Posthumous Halloumi,110,4:45,Pop,,,Positive Vibes,,,,,,,,,,,,,,,
116,7 - Lunges,Dhol Life,Wiwek feat. Suraj & Suren,172,4:53,EDM,,,,,,,,,,,,,,,,,,
116,8 - Shoulders,Rari,Swimnaked,105,5:38,EDM,,,,,,,,,,,,,,,,,,
116,9 - Core,Kadungdung,Kuenta I Tambu,65,2:50,Latin,,,,,,,,,,,,,,,,,,
116,10 - Cooldown,My Oasis,Sam Smith feat. Burna Boy,0,3:04,Pop,,,,,,,,,,,,,,,,,,
116,4 - Back,Bright,NOAM DEE,136,5:37,EDM,,,,,,,,,,,,,,,,,,
116,3 - Chest,Leyendas,Lu-Ni,115,5:12,EDM,,,,,,,,,,,,,,,,,,
117,1 - Warmup,Heaven On My Mind,Becky Hill & Sigala,96,4:52,Pop,,,Positive Vibes,,,,,,,,,,,,,,,
117,2 - Squats,Nothing For Free,Pendulum,154,5:22,EDM,,,"Beast Mode, Break-Up Songs",,,,,,,,,,,,,,,
117,3 - Chest,I Hate How Much I Want You,"The Struts, Phil Collen & Joe Elliott",116,5:49,Rock,,,,,,,,,,,,,,,,,,
117,4 - Back,The Wolf And Cage,NAOM DEE,108,5:30,EDM,,,,,,,,,,,,,,,,,,
117,5 - Triceps,How You Like That,BLACKPINK,78,4:48,K-Pop,,,Beast Mode,,,,,,,,,,,,,,,
117,6 - Biceps,French Toast,FLOYD WONDER,106,4:46,Hip-Hop,,,,,,,,,,,,,,,,,,
117,7 - Lunges,I Want It,Yellow Claw & Wiwek,216,5:04,EDM,,,,,,,,,,,,,,,,,,
117,8 - Shoulders,The Movement,Kid Ink,111,5:38,Rock,,,,,,,,,,,,,,,,,,
117,9 - Core,Levitating,Dua Lipa feat. DaBaby,166,3:28,Pop,Hard,,"Women of Pop, Sing-Along, Hard",,,,,,,,,,,,,,,
117,10 - Cooldown,Diamonds,Sam Smith,0,3:37,Pop,,,,,,,,,,,,,,,,,,
118,1 - Warmup,"Bad At Being Alone (Jay Hardaway)
Remix)",Codeko,81,4:33,Pop,,,,,,,,,,,,,,,,,,
118,2 - Squats,Tell Me You Love Me (Matrix & Futurebound Remix),Demi Lovato,142,5:02,Pop,,,Women of Pop,,,,,,,,,,,,,,,
118,3 - Chest,This Is My World,Esterly feat. Austin Jenckes,146,6:01,Rock,,,,,,,,,,,,,,,,,,
118,4 - Back,Mula,Eliminate,114,5:59,EDM,,,,,,,,,,,,,,,,,,
118,5 - Triceps,Feeling Alive,Earl St. Clair,122,5:20,Pop,Hard,,"Positive Vibes, Hard",,,,,,,,,,,,,,,
118,6 - Biceps,Drip,Boombox Cartel & Dillon Francis feat. Desiigner,118,4:28,Hip-Hop,,,,,,,,,,,,,,,,,,
118,7 - Lunges,Dura,Daddy Yankee,157,5:48,Latin,Hard,,Hard,,,,,,,,,,,,,,,
118,8 - Shoulders,Winter is Coming,CloZee,100,5:33,EDM,,,,,,,,,,,,,,,,,,
118,9 - Core,Rotate,Becky G & Burna Boy,64,3:24,Pop,,,,,,,,,,,,,,,,,,
118,10 - Cooldown,Beautiful Mistake,Maroon 5 feat. Megan Thee Stallion,0,3:52,Pop,,,,,,,,,,,,,,,,,,
119,1 - Warmup,Imagine,Punctual,88,4:53,Pop,,,,,,,,,,,,,,,,,,
119,2 - Squats,All You Ever Wanted (Sub Focus Remix),Rag'n'Bone Man,148,6:15,EDM,,,,,,,,,,,,,,,,,,
119,3 - Chest,Come Alive,Pendulum,128,6:25,Rock,,,Beast Mode,,,,,,,,,,,,,,,
119,4 - Back,1000 Faces,Jason Ross & Dia Frampton,97,5:17,EDM,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
119,5 - Triceps,What's Up Danger,Blackway & Black Caviar,104,5:23,Hip-Hop,,,Halloween,,,,,,,,,,,,,,,
119,6 - Biceps,Boom! Shake The Room,DJ Jazzy Jeff & The Fresh Prince,136,4:48,Hip-Hop,,,Positive Vibes,,,,,,,,,,,,,,,
119,7 - Lunges,Girl With The Bat,Idris Elba feat. Shadow Boxxer,179,5:54,EDM,,,,,,,,,,,,,,,,,,
119,8 - Shoulders,Singularity,REMNANT.exe,158,5:11,EDM,,,,,,,,,,,,,,,,,,
119,9 - Core,Nobody Like You (Retrovision Flip),Landis,254,5:18,EDM,,,,,,,,,,,,,,,,,,
119,10 - Cooldown,Be Somebody,Dillion Francis feat. Evie Irie,0,2:49,Pop,,,,,,,,,,,,,,,,,,
120,1 - Warmup,Remember,Divvy Nation,67,4:56,Pop,,,,,,,,,,,,,,,,,,
120,2 - Squats,Alive,Dimension feat. Poppy Baskcomb,140,6:04,Pop,,,,,,,,,,,,,,,,,,
120,3 - Chest,Go Hard or Go Home,Wiz Khalifa & Iggy Azalea,109,4:58,Hip-Hop,,,,,,,,,,,,,,,,,,
120,4 - Back,Peace (Kaivon Remix),Alison Wonderland,93,5:06,EDM,,,,,,,,,,,,,,,,,,
120,5 - Triceps,By Your Side,Calvin Harris feat. Tom Grennan,115,4:55,EDM,,,Positive Vibes,,,,,,,,,,,,,,,
120,6 - Biceps,Jungle,X-Ambassadors & Jamie N Commons,99,4:58,Rock,,,"Beast Mode, Easy to Learn",,,,,,,,,,,,,,,
120,7 - Lunges,Your Body,Valentino Khan x Nitti Gritti,148,4:59,EDM,,,,,,,,,,,,,,,,,,
120,8 - Shoulders,Come & Go,Juice WRLD & Marshmello,83,4:52,EDM,,,,,,,,,,,,,,,,,,
120,9 - Core,Gold (KYND Remix),Sebastian feat. Bright Sparks,98,4:53,Pop,,,,,,,,,,,,,,,,,,
120,10 - Cooldown,y r u far away,Jon Lemmon feat. MAREINBAD,0,3:17,Pop,,,,,,,,,,,,,,,,,,
121,1 - Warmup,Tokyo,3LAU feat. XIRA,75,5:14,Pop,,,,,,,,,,,,,,,,,,
121,2 - Squats,Downtown,Nice Enough feat. Ash,120,5:42,EDM,,,,,,,,,,,,,,,,,,
121,3 - Chest,Anita,Armin van Buuren & Timmy Trumpet,149,5:26,Latin,,,,,,,,,,,,,,,,,,
121,4 - Back,Aarena,ISOxo,101,5:45,EDM,Hard,,Hard,,,,,,,,,,,,,,,
121,5 - Triceps,MONTERO (Call Me By Your Name),Little Nas X,94,4:39,Hip-Hop,,,,,,,,,,,,,,,,,,
121,6 - Biceps,damn Right Pt. 2,AUDREY NUNA & DJ Snake,130,4:59,Hip-Hop,,,,,,,,,,,,,,,,,,
121,7 - Lunges,Follow Me,Wiwek,128,5:22,EDM,,,,,,,,,,,,,,,,,,
121,8 - Shoulders,Shake The Ground,NOAM DEE,100,5:43,EDM,,,,,,,,,,,,,,,,,,
121,9 - Core,Don't Go Yet,Trilobite Trilogy,170,4:38,Pop,,,,,,,,,,,,,,,,,,
121,10 - Cooldown,Moth To A Flame,Swedish House Mafia & The Weeknd,0,3:59,Pop,,,,,,,,,,,,,,,,,,
122,1 - Warmup,Not Alone,Codeko & April Bender,123,4:55,EDM,,,,,,,,,,,,,,,,,,
122,2 - Squats,BADBOY,Fas Fash,108,4:58,EDM,,,,,,,,,,,,,,,,,,
122,3 - Chest,edamame,bbno$ & Rich Brian,95,5:06,Hip-Hop,,,,,,,,,,,,,,,,,,
122,4 - Back,U & Me (Baauer Remix),alt-J,112,5:39,EDM,,,,,,,,,,,,,,,,,,
122,5 - Triceps,Dirty Sexy Money,Chilli Larder,104,4:31,Pop,,,,,,,,,,,,,,,,,,
122,6 - Biceps,HUMBLE (Skrillex Remix),Kendrick Lamar,104,3:59,Hip-Hop,,,Beast Mode,,,,,,,,,,,,,,,
122,7 - Lunges,Holy Water,Galantis,176,4:35,Pop,,,,,,,,,,,,,,,,,,
122,8 - Shoulders,GUD VIBRATIONS,NGHTMRE & SLANDER,119,5:25,EDM,,,Positive Vibes,,,,,,,,,,,,,,,
122,9 - Core,Say Nothing,Flume feat. MAY-A,152,5:10,Pop,,,,,,,,,,,,,,,,,,
122,10 - Cooldown,Cool Again,Faraway Earthside,0,3:17,Pop,,,,,,,,,,,,,,,,,,
122,9 - Core,Going to the Party (Extended Mix),The Allergies feat. Lyrics Born,201,4:58,Hip-Hop,,,,,,,,,,,,,,,,,,
122,7 - Lunges,I've Found My Way,Hallman feat. ELWIN,176,4:35,Pop,,,Positive Vibes,,,,,,,,,,,,,,,
123,1 - Warmup,Run (Galantis & Misha K VIP Mix),Becky Hill & Galantis,77,4:33,Pop,,,Women of Pop,,,,,,,,,,,,,,,
123,2 - Squats,Watercolour,Chromium Chaos,112,5:09,EDM,,,,,,,,,,,,,,,,,,
123,3 - Chest,Clap Snap,Icona Pop,136,5:33,Pop,,Easy to Learn,"Positive Vibes, Easy to Learn",,,,,,,,,,,,,,,
123,4 - Back,Flatline,Blanke feat. Calivania,118,5:26,EDM,,,,,,,,,,,,,,,,,,
123,5 - Triceps,Medicine,E-Jux,114,5:04,Pop,,,,,,,,,,,,,,,,,,
123,6 - Biceps,Bad Girls,M.I.A,93,5:15,Hip-Hop,Hard,,Hard,,,,,,,,,,,,,,,
123,7 - Lunges,The Way We Do This,Ape Drums feat. Busy Signal & Major,164,5:51,EDM,,,,,,,,,,,,,,,,,,
123,8 - Shoulders,Take Ü There,Jack Ü feat. Kiesza,100,4:57,EDM,,,,,,,,,,,,,,,,,,
123,9 - Core,Money Money,Molly Wolfes,72,4:02,Pop,,,,,,,,,,,,,,,,,,
123,10 - Cooldown,Sunday,Joy Oladokun,0,3:18,Pop,,,,,,,,,,,,,,,,,,
123,3 - Chest,Delicately Poised,Capital Theatre,85,5:41,Rock,,,,,,,,,,,,,,,,,,
124,1 - Warmup,Drive Away (RetroVision Remix),Krewella,106,5:13,Pop,,,Break-Up Songs,,,,,,,,,,,,,,,
124,2 - Squats,We've Got Us,Mecco,136,5:40,Pop,,,,,,,,,,,,,,,,,,
124,3 - Chest,Lonely Boy,The Black Keys,103,4:53,Rock,,,Break-Up Songs,,,,,,,,,,,,,,,
124,4 - Back,Won't Make A Sound,ARMNHMR & NURKO feat. Micah Martin,88,6:37,Rock,,,,,,,,,,,,,,,,,,
124,5 - Triceps,2 Be Loved (Am I Ready),Lizzo,106,5:17,Hip-Hop,,Easy to Learn,"Women of Pop, Valentine's Day, Easy to Learn",,,,,,,,,,,,,,,
124,6 - Biceps,Fancy (GTA Remix),Iggy Azalea feat. Charli XCX,91,4:17,Hip-Hop,,,,,,,,,,,,,,,,,,
124,7 - Lunges,Voodoo (Tiesto Remix),Badshah & J Balvin,108,4:53,Latin,,Easy to Learn,"Halloween, Easy to Learn",,,,,,,,,,,,,,,
124,8 - Shoulders,Hunnid,Chino Casino,90,4:42,Hip-Hop,,,,,,,,,,,,,,,,,,
124,9 - Core,Now Is When I Need You,Goldfield,111,5:12,Pop,,,,,,,,,,,,,,,,,,
124,10 - Cooldown,LOL,Mabel,0,3:37,Pop,,,,,,,,,,,,,,,,,,
United,1 - Warmup,Better Off Without You,Becky Hill feat. Shift K3Y,98,5:19,Pop,,,"Women of Pop, Break-Up Songs",,,,,,,,,,,,,,,
United,2 - Squats,Oh My My,Summer Kennedy,124,5:35,Pop,,,"Women of Pop, Positive Vibes",,,,,,,,,,,,,,,
United,3 - Chest,Sway With Me,Ivory Stone,120,5:09,Hip-Hop,,,,,,,,,,,,,,,,,,
United,4 - Back,Pray,Egzod feat. RIELL,90,5:16,EDM,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
United,5 - Triceps,Stupid Love,Lady Gaga,94,5:18,Pop,,,"Women of Pop, Valentine's Day",,,,,,,,,,,,,,,
United,6 - Biceps,Billionaire,FLOYD WONDER,141,5:03,Hip-Hop,,,Easy to Learn,,,,,,,,,,,,,,,
United,7 - Lunges,Gold,Koven,144,5:06,Pop,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
United,8 - Shoulders,Break It Down,Big Dope P,112,5:01,EDM,,,,,,,,,,,,,,,,,,
United,9 - Core,Maldad,Steve Aoki & Maluma,46,2:52,Pop,,,,,,,,,,,,,,,,,,
United,10 - Cooldown,Sanctuary,Welshly Arms,0,3:52,Rock,,,Positive Vibes,,,,,,,,,,,,,,,
125,1 - Warmup,My Feelings,Riggi & Piros x VENIICE with RANI,,4:54,Pop,,,,,,,,,,,,,,,,,,
125,2 - Squats,Big City Life,Luude & Mattafix,,5:04,Pop,,,,,,,,,,,,,,,,,,
125,3 - Chest,Pump It Louder,Tiesto & Black Eyed Peas,,5:22,EDM,,Easy to Learn,"Sing-Along, Easy to Learn",,,,,,,,,,,,,,,
125,4 - Back,My Feet Don’t Work No More,Splasher,,5:50,Rock,,,,,,,,,,,,,,,,,,
125,5 - Triceps,Worth It,Fifth Harmony feat. Kid Ink,,5:37,Pop,,Easy to Learn,"Women of Pop, Easy to Learn",,,,,,,,,,,,,,,
125,6 - Biceps,Drop It,K3rk,,5:17,Pop,,,,,,,,,,,,,,,,,,
125,7 - Lunges,Goin Up,Valentino Khan,,5:19,Pop,,,,,,,,,,,,,,,,,,
125,8 - Shoulders,Free,Shy Guys,,5:14,Pop,,,,,,,,,,,,,,,,,,
125,9 - Core,Tropicana,Boomdabash feat. Annalisa,,4:42,Latin,,,,,,,,,,,,,,,,,,
125,10 - Cooldown,Fantasy,Traiko,,4:06,Pop,,,Women of Pop,,,,,,,,,,,,,,,
126,1 - Warmup,about you (Felix Cartal Remix),NOTD feat. Nightly,,4:39,EDM,,,,,,,,,,,,,,,,,,
126,2 - Squats,La Bomba,Armin van Buuren & Blasterjaxx,,5:51,EDM,,,Beast Mode,,,,,,,,,,,,,,,
126,3 - Chest,Massive,Drake,,5:42,Hip-Hop,,,,,,,,,,,,,,,,,,
126,4 - Back,Scandalous (Hairitage Remix),Gryffin & Tinashe,,4:57,EDM,,Easy to Learn,Easy to Learn,,,,,,,,,,,,,,,
126,5 - Triceps,I'm Not Cool,HyunA,,4:51,K-Pop,,,,,,,,,,,,,,,,,,
126,6 - Biceps,Icon,Jaden,,4:51,Hip-Hop,,,,,,,,,,,,,,,,,,
126,7 - Lunges,Morenita,Blusek,,5:40,Pop,,,,,,,,,,,,,,,,,,
126,8 - Shoulders,Higher Ground,TNGHT,,5:31,Pop,,,,,,,,,,,,,,,,,,
126,9 - Core,Ghetto Rock,Friend Within,,4:52,Pop,,,,,,,,,,,,,,,,,,
126,10 - Cooldown,headlock,Tep No x Marshall X Lindsey Ray,,3:17,Pop,,,,,,,,,,,,,,,,,,
127,1 - Warmup,Don't Forget My Love (BURNS Remix),Diplo & Miguel,,5:37,EDM,,,,,,,,,,,,,,,,,,
127,2 - Squats,When I'm Gone (Curbi Remix),PEEKABOO feat. XAELO,,5:41,EDM,,,Break-Up Songs,,,,,,,,,,,,,,,
127,3 - Chest,GOKU,Jaden,,5:23,Hip-Hop,,,,,,,,,,,,,,,,,,
127,4 - Back,Anywhere,MRVLZ,,4:42,Pop,,,,,,,,,,,,,,,,,,
127,5 - Triceps,MIC Drop,Mast Boldface,,6:03,Pop,,,,,,,,,,,,,,,,,,
127,6 - Biceps,Mambo Salentino,Boomdabash feat. Alessandra Amoroso,,5:15,Pop,,,Easy to Learn,,,,,,,,,,,,,,,
127,7 - Lunges,17 (Extended Mix),MK,,6:09,EDM,,,Positive Vibes,,,,,,,,,,,,,,,
127,8 - Shoulders,JSYK,Pauline Herr,,6:09,Pop,,,,,,,,,,,,,,,,,,
127,9 - Core,Guerrilla,Remi Wolf,,4:35,Pop,,,,,,,,,,,,,,,,,,
127,10 - Cooldown,6 ft.,Vindata,,4:18,Pop,,,,,,,,,,,,,,,,,,
128,1 - Warmup,Antidote,Audien & Codeko feat. JT Roach,,5:08,Pop,,,,,,,,,,,,,,,,,,
128,2 - Squats,Dynamite (Dr Phunk Remix),"Nicky Romero, Mike Williams & Amba Shepherd",,6:02,EDM,,,,,,,,,,,,,,,,,,
128,3 - Chest,God is a Dancer (Cheyenne Giles & Knock2 Remix),Tiesto & Mabel,,5:19,EDM,,,Beast Mode,,,,,,,,,,,,,,,
128,4 - Back,Paranoid,Lux Holm & Glaceo,,4:58,Pop,Hard,,Hard,,,,,,,,,,,,,,,
128,5 - Triceps,Eat Your Man,Khansas,,6:21,Hip-Hop,,,,,,,,,,,,,,,,,,
128,6 - Biceps,Jacare,Hottica,,4:42,Latin,,,,,,,,,,,,,,,,,,
128,7 - Lunges,How To Love (Boombox Cartel Remix),Cash Cash feat. Sofia Reyes,,5:23,EDM,,,,,,,,,,,,,,,,,,
128,8 - Shoulders,Let You Go,Pauline Herr,,4:48,Pop,,,,,,,,,,,,,,,,,,
128,9 - Core,If Only I,Loud Luxury x Two Friends feat. Bebe Rexha,,4:11,Pop,,,,,,,,,,,,,,,,,,
128,10 - Cooldown,Low Again,Bobby Weaving,,5:12,Pop,,,,,,,,,,,,,,,,,,
129,1 - Warmup,Need Your Love,Felix Cartal & Karen Harding,,5:02,Pop,,,Valentine's Day,,,,,,,,,,,,,,,
129,2 - Squats,Roll With The Bass,Dan Aux,,6:21,EDM,Hard,,"New Year's Eve, Hard",,,,,,,,,,,,,,,
129,3 - Chest,Bun Up the Dance,Dillon Francis & Skrillex,,5:52,EDM,,,,,,,,,,,,,,,,,,
129,4 - Back,Whole Heart (BKAYE Remix),Gryffin & Bipolar Sunshine,,5:12,EDM,,,,,,,,,,,,,,,,,,
129,5 - Triceps,Strictly 4 Tha,Moss & Example,,5:28,Hip-Hop,,,,,,,,,,,,,,,,,,
129,6 - Biceps,Rude Boy,Rihanna,,5:07,Hip-Hop,,,"Women of Pop, Sing-Along",,,,,,,,,,,,,,,
129,7 - Lunges,Free,"Dillon Francis, Alesso & Clementine Douglas",,4:51,EDM,,,,,,,,,,,,,,,,,,
129,8 - Shoulders,Asking (Tiesto Remix),Sonny Fodera & MK feat. Clementine Douglas,,5:42,EDM,,,,,,,,,,,,,,,,,,
129,9 - Core,MANIAC,Stray Kids,,4:56,K-Pop,,,,,,,,,,,,,,,,,,
129,10 - Cooldown,Water,Tyla,,5:04,Pop,,,,,,,,,,,,,,,,,,
130,1 - Warmup,Easy,3LAU feat. XIRA,,5:13,Pop,,,,,,,,,,,,,,,,,,
130,2 - Squats,Mr. Brightside,Arcando & Livingston Crain,,6:02,Rock,,,Sing-Along,,,,,,,,,,,,,,,
130,3 - Chest,BOTH (David Guetta & Seth Hills Remix),Tiesto,,5:25,EDM,,Easy to Learn,"Beast Mode, Easy to Learn",,,,,,,,,,,,,,,
130,4 - Back,Escape (Dan Aux Remix),Nice Enough,,5:08,EDM,,,,,,,,,,,,,,,,,,
130,5 - Triceps,Beggin',Chris Lake & Aluna,,6:01,Hip-Hop,,,,,,,,,,,,,,,,,,
130,6 - Biceps,MEGAVERSE,Stray Kids,,4:48,K-Pop,,,,,,,,,,,,,,,,,,
